areasymbol,spatialver,longitude,latitude,musym,mukey,muname,component_name,component_percent_r,horizon_name,horizon_top_cm,horizon_bottom_cm,ph1to1h2o_r,ph01mcacl2_r,cec7_r,ecec_r,sumbases_r,caco3_r,gypsum_r,sar_r,pbray1_r,poxalate_r,ph2osoluble_r,ptotal_r
FL071,8,-81.73675375,26.62217161,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.57335717,26.59854177,139,3102923,"Winder sand, ponded-Urban land complex, 0 to 1 percent slopes",Winder,45,A,0,8,6.4,,3,,2.8,0,0,1,,,,
FL071,8,-81.95298435,26.46536223,118,3102872,"Kesson fine sand, tidal-Urban land complex, 0 to 1 percent slopes",Kesson,48,Akn,0,15,8,,2,,64.8,2,0,25,,,,
FL071,8,-81.83429643,26.45122896,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.95283388,26.46549318,24,3102876,"Kesson fine sand, tidal, 0 to 1 percent slopes",Kesson,88,Akn,0,15,8,,2,,64.8,2,0,25,,,,
FL071,8,-81.73266661,26.43561078,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-82.00453674,26.66272042,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.80681820,26.63404097,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.80113199,26.63357730,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.68862036,26.61631492,136,3102912,"Valkaria fine sand-Urban land complex, 0 to 2 percent slopes",Valkaria,45,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.99683850,26.66201723,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.81637233,26.63512419,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.98929107,26.66299271,122,3102879,"Matlacha gravelly fine sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Matlacha,48,^C,0,58,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.76846047,26.62856725,77,1483466,"Pineda fine sand, limestone substratum, 0 to 2 percent slopes",Pineda,83,A,0,10,5.3,,,0.2,0.2,0,0,1,,,,
FL071,8,-82.16920108,26.68344995,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.59494784,26.60491808,107,3102845,"EauGallie sand-Urban land complex, 0 to 2 percent slopes",EauGallie,45,A,0,10,5.8,5.8,1.4,,0.7,0,0,1,,,,
FL071,8,-81.71856390,26.76128725,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.72978314,26.43928475,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.62701232,26.42343796,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.74246313,26.44361858,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.90672285,26.46729236,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.76707837,26.45027316,73,1483462,"Pineda fine sand, frequently ponded, 0 to 1 percent slopes",Pineda,90,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.61989742,26.54811543,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.66115227,26.55433759,120,3102874,"Malabar fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Malabar,48,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-82.03235224,26.60615142,7,3102878,"Matlacha gravelly fine sand-Urban land complex, 0 to 2 percent slopes",Matlacha,48,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.66446420,26.55634217,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-82.12222582,26.61967814,133,3102902,"Punta fine sand-Urban land complex, 0 to 2 percent slopes",Punta,48,A,0,10,4.8,,,0.9,0.9,0,0,1,,,,
FL071,8,-82.12214709,26.61779375,29,3102903,"Punta fine sand, 0 to 2 percent slopes",Punta,90,A,0,10,4.8,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.69057127,26.55888068,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.80622236,26.57679292,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-82.03828968,26.59262393,57,3236257,"Cypress Lake fine sand, tidal, 0 to 1 percent slopes",Cypress Lake,85,An,0,8,8,5.6,1.1,,29.8,0,0,25,,,,
FL071,8,-81.72972008,26.38808933,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.76637825,26.39236807,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.73406796,26.38392572,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.77847661,26.57214927,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.68837223,26.55632170,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.79443012,26.57353579,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.58603258,26.54350304,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.66263297,26.38005076,74,3236255,"Cypress Lake fine sand, slough, 0 to 1 percent slopes",Cypress Lake,85,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.75847933,26.39200034,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.81342443,26.39926832,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.72831536,26.39156247,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-82.10418840,26.43968971,2,1483417,"Canaveral fine sand, 0 to 2 percent slopes",Canaveral,95,A1,0,18,7.6,,2.7,,4.2,0,0,1,,,,
FL071,8,-81.72479146,26.56610579,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.70485089,26.56079813,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.57646641,26.54282827,124,3102881,"Myakka fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Myakka,45,A,0,13,4.7,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.83902731,26.57940549,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.77905475,26.57304008,51,1483445,"Floridana sand, frequently ponded, 0 to 2 percent slopes",Floridana,85,A,0,53,6.5,,3.2,,2.9,0,0,1,,,,
FL071,8,-81.73705955,26.39062855,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.73244020,26.39556674,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.92582318,26.43436733,22,1483419,Beaches,Beaches,95,,,,,,,,,,,,,,,
FL071,8,-81.80373915,26.57542021,101,3102949,"Anclote sand, ponded-Urban land complex, 0 to 1 percent slopes",Anclote,44,A1,0,20,5.5,5.3,,5,5,0,0,1,,,,
FL071,8,-81.78130055,26.57010220,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.84870129,26.58168893,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.69047726,26.55953978,19,1483416,"Gator muck, frequently ponded, 0 to 1 percent slopes",Gator,83,Oa,0,46,,4.8,,45.2,43.8,0,0,1,,,,
FL071,8,-81.63055621,26.55015044,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.83528511,26.57995407,119,3102873,"Malabar fine sand-Urban land complex, 0 to 2 percent slopes",Malabar,45,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.80372101,26.57625010,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.85215867,26.58320911,142,3236258,"Cypress Lake fine sand, slough-Urban land complex, 0 to 1 percent slopes",Cypress Lake,44,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.60599113,26.54753768,124,3102881,"Myakka fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Myakka,45,A,0,13,4.7,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.70216288,26.38448964,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-82.07575160,26.43606187,104,3102835,"Captiva fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Captiva,48,Akn,0,15,7.6,,2.1,,49.5,2,0,10,,,,
FL071,8,-82.08014785,26.43585338,104,3102835,"Captiva fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Captiva,48,Akn,0,15,7.6,,2.1,,49.5,2,0,10,,,,
FL071,8,-82.07154030,26.43603212,2,1483417,"Canaveral fine sand, 0 to 2 percent slopes",Canaveral,95,A1,0,18,7.6,,2.7,,4.2,0,0,1,,,,
FL071,8,-81.60253591,26.54795677,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.69709805,26.56093436,51,1483445,"Floridana sand, frequently ponded, 0 to 2 percent slopes",Floridana,85,A,0,53,6.5,,3.2,,2.9,0,0,1,,,,
FL071,8,-81.79486865,26.57552379,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.87067524,26.58456840,119,3102873,"Malabar fine sand-Urban land complex, 0 to 2 percent slopes",Malabar,45,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.66587888,26.38476697,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.68987943,26.38180383,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.68845264,26.38315765,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.90892282,26.71274872,138,3102914,"Wabasso sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.77456137,26.69625791,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.56905379,26.66294610,126,3102887,"Oldsmar fine sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Oldsmar,45,A,0,20,6.1,,1.8,,1.1,0,0,1,,,,
FL071,8,-81.77835533,26.69658854,7,3102878,"Matlacha gravelly fine sand-Urban land complex, 0 to 2 percent slopes",Matlacha,48,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.89388064,26.70959395,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.72584531,26.68741409,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-82.25684265,26.75479480,135,3102908,"St. Augustine sand-Urban land complex, 0 to 2 percent slopes",St. Augustine,48,^C,0,76,8,,1,,2.5,0,0,1,,,,
FL071,8,-81.84234828,26.70205120,12,1483409,"Felda fine sand, 0 to 2 percent slopes",Felda,85,A,0,10,6.5,,2.2,,2.1,0,0,1,,,,
FL071,8,-81.71731248,26.68581185,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.76725112,26.69132793,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.83683203,26.70087517,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.75841486,26.68856644,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.73569732,26.68819587,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.76831045,26.69499263,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.83775724,26.70225912,138,3102914,"Wabasso sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.91210478,26.71233486,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.64698689,26.67451975,126,3102887,"Oldsmar fine sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Oldsmar,45,A,0,20,6.1,,1.8,,1.1,0,0,1,,,,
FL071,8,-81.78221427,26.69725066,59,1483450,"Urban land, 0 to 2 percent slopes",Urban land,85,,,,,,,,,,,,,,,
FL071,8,-81.73750528,26.68809093,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.75755960,26.69304379,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.99551924,26.72262982,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.94696193,26.71467324,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.73678779,26.69033592,119,3102873,"Malabar fine sand-Urban land complex, 0 to 2 percent slopes",Malabar,45,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.62530151,26.67291678,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.61714137,26.67096532,142,3236258,"Cypress Lake fine sand, slough-Urban land complex, 0 to 1 percent slopes",Cypress Lake,44,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.91511629,26.71357263,138,3102914,"Wabasso sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.79082197,26.71959803,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-82.05582248,26.75261526,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.92668252,26.73693049,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.87126435,26.72729369,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.70762864,26.70777234,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.68884183,26.70261227,12,1483409,"Felda fine sand, 0 to 2 percent slopes",Felda,85,A,0,10,6.5,,2.2,,2.1,0,0,1,,,,
FL071,8,-81.75596096,26.71388986,7,3102878,"Matlacha gravelly fine sand-Urban land complex, 0 to 2 percent slopes",Matlacha,48,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-82.26502384,26.77446488,2,1483417,"Canaveral fine sand, 0 to 2 percent slopes",Canaveral,95,A1,0,18,7.6,,2.7,,4.2,0,0,1,,,,
FL071,8,-81.76978421,26.71552065,101,3102949,"Anclote sand, ponded-Urban land complex, 0 to 1 percent slopes",Anclote,44,A1,0,20,5.5,5.3,,5,5,0,0,1,,,,
FL071,8,-81.63705648,26.69720200,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.68271366,26.70301470,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.68494135,26.70717112,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-82.04762643,26.75426042,17,3102844,"Daytona sand, 0 to 5 percent slopes",Daytona,85,A,0,13,4.6,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.88088810,26.73157361,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.87442783,26.72790492,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.98811972,26.74422323,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.88556139,26.72937389,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.74998217,26.46427243,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.60511190,26.43990911,10,1483406,"Pompano fine sand, 0 to 2 percent slopes",Pompano,80,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.70734468,26.46533952,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.57323585,26.44267566,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.74618260,26.64056190,138,3102914,"Wabasso sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.79976909,26.64736933,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.70037991,26.46263019,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.69964858,26.46377301,14,1483411,"Valkaria fine sand, 0 to 2 percent slopes",Valkaria,85,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.68182673,26.46987330,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-82.01563718,26.67706983,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.72183995,26.63687082,147,3102953,"Pineda fine sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Pineda,43,A,0,10,5.3,,,0.2,0.2,0,0,1,,,,
FL071,8,-81.97039514,26.67093132,7,3102878,"Matlacha gravelly fine sand-Urban land complex, 0 to 2 percent slopes",Matlacha,48,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.69115359,26.46603056,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.71448451,26.46538010,41,3102947,"Valkaria fine sand, frequently ponded, 0 to 1 percent slopes",Valkaria,93,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.82541550,26.47973767,7,3102878,"Matlacha gravelly fine sand-Urban land complex, 0 to 2 percent slopes",Matlacha,48,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.72394903,26.46740280,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.57852920,26.44728081,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.70181055,26.46394729,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.91661755,26.49256017,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.62531063,26.45310353,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.71550089,26.46702096,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.58274558,26.44624734,53,1483446,"Myakka fine sand, frequently ponded, 0 to 1 percent slopes",Myakka,85,A,0,13,4.7,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.70440740,26.46284144,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.85637681,26.48700968,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.69970766,26.46502780,136,3102912,"Valkaria fine sand-Urban land complex, 0 to 2 percent slopes",Valkaria,45,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.74003643,26.47085930,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.70046703,26.47139997,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.85687117,26.48369902,120,3102874,"Malabar fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Malabar,48,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.69732088,26.46354363,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.96153525,26.50005868,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.82753014,26.48278998,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.65023181,26.45740814,53,1483446,"Myakka fine sand, frequently ponded, 0 to 1 percent slopes",Myakka,85,A,0,13,4.7,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.80118642,26.47915393,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.80346843,26.48081581,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.60959818,26.45423029,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.59795212,26.45028708,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.65342002,26.46132605,9,1483469,"EauGallie sand, 0 to 2 percent slopes",EauGallie,87,A,0,10,5.8,5.8,1.4,,0.7,0,0,0,,,,
FL071,8,-81.69688074,26.46414845,12,1483409,"Felda fine sand, 0 to 2 percent slopes",Felda,85,A,0,10,6.5,,2.2,,2.1,0,0,1,,,,
FL071,8,-81.64681768,26.45873326,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.97940472,26.50348023,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.85497769,26.48695852,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
